order,family,genus,species,iucn2020_binomial,phylacine_binomial,adult_mass_g,brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,female_maturity_d,male_maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n
Chiroptera,Rhinolophidae,Rhinolophus,marshalli,Rhinolophus marshalli,Rhinolophus marshalli,5.02,0.226,57.653,45.5,5323.473,NA,579.533,NA,706.745,105.314,NA,1.029,1.018,363.921,NA,57.764,NA,2174.485,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,800,0,800,0,Occurs on mainland,1,0,Indomalayan,4
Chiroptera,Rhinolophidae,Rhinolophus,mcintyrei,Rhinolophus mcintyrei,Rhinolophus arcuatus,8.98,0.279,64.42,45.74,4961.945,NA,613.803,NA,726.244,105.508,NA,1.033,1.012,364.545,NA,63.09,NA,2180.156,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1600,270,1330,NA,NA,NA,NA,Indomalayan,1
Chiroptera,Rhinolophidae,Rhinolophus,megaphyllus,Rhinolophus megaphyllus,Rhinolophus megaphyllus,8.65,0.26,63.077,47.21,2737.5,730.5,730.5,730.5,855.64,125.14,NA,1,1,362.048,1.29,56.61,NA,2306.438,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1600,0,1600,0,Occurs on mainland,1,0,Australasian,3
Chiroptera,Rhinolophidae,Rhinolophus,mehelyi,Rhinolophus mehelyi,Rhinolophus mehelyi,14.03,0.31,64,48.5,5893.81,NA,670.387,NA,788.259,103.429,NA,2,1,362.64,NA,64.111,NA,3285,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,2000,0,2000,0,Occurs on mainland,1,0,"Indomalayan, Palearctic",2
Chiroptera,Rhinolophidae,Rhinolophus,microglobosus,Rhinolophus microglobosus,Rhinolophus stheno,7.92,0.285,62.584,45.28,5192.727,NA,605.365,NA,722.873,106.069,NA,0.99,1,364.215,NA,61.648,NA,2171.619,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,Indomalayan,2
Chiroptera,Rhinolophidae,Rhinolophus,mitratus,Rhinolophus mitratus,Rhinolophus mitratus,27.55,2.994,109.929,57.5,5536.122,NA,647.23,NA,780.49,137.367,NA,1.101,1.05,362.509,NA,96.007,NA,2468.838,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,300,300,0,NA,Occurs on mainland,NA,NA,Indomalayan,NA
Chiroptera,Rhinolophidae,Rhinolophus,montanus,Rhinolophus montanus,Rhinolophus montanus,10.91,0.335,64.475,NA,5310.687,NA,621.641,NA,735.313,103.989,NA,1.027,1.011,364.526,NA,65.171,NA,2266.298,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,A,1,0,0,0,1,1220,40,1180,NA,Occurs only on isolated islands,NA,NA,Australasian,1
Chiroptera,Rhinolophidae,Rhinolophus,mossambicus,Rhinolophus mossambicus,Rhinolophus hildebrandtii,25.99,0.63,73.422,64.35,6485.855,NA,675.999,NA,792.852,92.54,NA,0.99,1,364.134,NA,66.655,NA,2600.151,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,Afrotropical,3
Chiroptera,Rhinolophidae,Rhinolophus,nereis,Rhinolophus nereis,Rhinolophus nereis,13.65,0.373,69.194,45,5116.31,NA,610.062,NA,734.666,109.02,NA,1.034,1.008,363.591,NA,63.203,NA,2228.038,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,NA,Occurs on large land bridge islands,NA,NA,Indomalayan,NA
Chiroptera,Rhinolophidae,Rhinolophus,osgoodi,Rhinolophus osgoodi,Rhinolophus osgoodi,12.39,0.378,67.822,43.5,5486.373,NA,638.961,NA,747.143,102.233,NA,1.028,1.01,364.482,NA,65.09,NA,2337.632,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,NA,Occurs on mainland,NA,NA,Palearctic,1
Chiroptera,Rhinolophidae,Rhinolophus,paradoxolophus,Rhinolophus paradoxolophus,Rhinolophus paradoxolophus,8.17,0.267,61.788,54,5173.133,NA,606.371,NA,719.8,106.335,NA,1,1.01,364.077,NA,60.764,NA,2217.03,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,Occurs on mainland,1,0,Indomalayan,2
Chiroptera,Rhinolophidae,Rhinolophus,pearsonii,Rhinolophus pearsonii,Rhinolophus pearsonii,11.55,0.332,66.657,52,5256.379,NA,607.435,NA,727.095,104.076,NA,1.057,1.008,363.987,NA,60.322,NA,2243.155,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,3077,610,2467,0,Occurs on mainland,1,0,Indomalayan,2
Chiroptera,Rhinolophidae,Rhinolophus,perditus,Rhinolophus perditus,Rhinolophus pusillus,7.617,0.179,60.624,39.02,4324.898,NA,555.051,NA,664.429,102.583,NA,1,1.115,347.389,2.57,41.85,6.41,1988.991,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Rhinolophidae,Rhinolophus,philippinensis,Rhinolophus philippinensis,Rhinolophus philippinensis,10.91,0.331,64.822,51,5357.965,NA,611.534,NA,731.796,105.13,NA,1.034,1.005,364.364,NA,63.666,NA,2245.519,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1500,200,1300,1,Occurs on mainland,0,0,"Australasian, Indomalayan",2
Chiroptera,Rhinolophidae,Rhinolophus,proconsulis,Rhinolophus proconsulis,Rhinolophus arcuatus,8.98,0.302,64.416,45.74,4880.862,NA,607.085,NA,723.593,105.527,NA,1.031,1.011,364.225,NA,62.903,NA,2150.714,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,Indomalayan,1
Chiroptera,Rhinolophidae,Rhinolophus,pusillus,Rhinolophus pusillus,Rhinolophus pusillus,7.617,0.179,60.624,39.02,4324.898,NA,555.051,NA,664.429,102.583,NA,1,1.115,347.389,2.57,41.85,6.41,1988.991,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,Occurs on mainland,1,0,NA,NA
Chiroptera,Rhinolophidae,Rhinolophus,rex,Rhinolophus rex,Rhinolophus rex,32.62,0.606,77.161,60.99,5316.528,NA,611.539,NA,740.028,103.071,NA,1.032,1.005,363.985,NA,64.438,NA,2262.487,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,Occurs on mainland,1,0,"Indomalayan, Palearctic",2
Chiroptera,Rhinolophidae,Rhinolophus,robinsoni,Rhinolophus robinsoni,Rhinolophus robinsoni,8.54,0.278,62.198,44,5410.747,NA,602.658,NA,725.919,104.864,NA,1.07,1.005,364.304,NA,58.857,NA,2236.742,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,Occurs on mainland,1,0,Indomalayan,2
Chiroptera,Rhinolophidae,Rhinolophus,rouxii,Rhinolophus rouxii,Rhinolophus rouxii,12.25,0.324,68.139,48.99,1825,451.11,451.11,NA,735.06,123.54,NA,0.99,1,349.195,2.86,59.42,11,1051.143,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,NA,Occurs on mainland,NA,NA,NA,NA
Chiroptera,Rhinolophidae,Rhinolophus,rufus,Rhinolophus rufus,Rhinolophus rufus,30,0.819,80.272,NA,5256.994,NA,622.189,NA,753.569,114.003,NA,1.013,1.01,363.681,NA,79.693,NA,2324.298,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,350,0,350,NA,Occurs only on isolated islands,NA,NA,Indomalayan,2
Chiroptera,Rhinolophidae,Rhinolophus,ruwenzorii,Rhinolophus ruwenzorii,Rhinolophus ruwenzorii,30.69,0.591,74.675,56,6176.585,NA,642.904,NA,765.905,99.696,NA,0.98,1.034,364.204,NA,69.377,NA,2471.516,NA,NA,0,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,A,1,0,0,0,1,2666,1666,1000,0,Occurs on mainland,0,0,Afrotropical,2
Chiroptera,Rhinolophidae,Rhinolophus,sakejiensis,Rhinolophus sakejiensis,Rhinolophus sakejiensis,22,0.489,70.285,NA,5536.781,NA,640.31,NA,749.463,99.04,NA,1.036,1.008,364.56,NA,66.14,NA,2361.343,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,A,1,0,0,0,1,NA,NA,NA,NA,Occurs on mainland,NA,NA,Afrotropical,1
Chiroptera,Rhinolophidae,Rhinolophus,schnitzleri,Rhinolophus schnitzleri,Rhinolophus philippinensis,10.91,0.343,64.698,51,5374.709,NA,630.526,NA,741.757,103.464,NA,1.02,1.008,364.82,NA,66.195,NA,2314.019,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1500,200,1300,NA,NA,NA,NA,NA,1
Chiroptera,Rhinolophidae,Rhinolophus,sedulus,Rhinolophus sedulus,Rhinolophus sedulus,8.74,0.275,62.747,45.99,5652.522,NA,629.164,NA,743.343,98.785,NA,1.036,1.006,364.337,NA,60.004,NA,2323.045,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1500,0,1500,1,Occurs on mainland,1,0,Indomalayan,2
Chiroptera,Rhinolophidae,Rhinolophus,shameli,Rhinolophus shameli,Rhinolophus shameli,8.34,0.273,62.783,44.49,5040.854,NA,594.537,NA,713.313,106.718,NA,1.01,1.008,364.022,NA,61.776,NA,2133.583,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,Occurs on mainland,1,0,Indomalayan,2
Chiroptera,Rhinolophidae,Rhinolophus,shortridgei,Rhinolophus shortridgei,Rhinolophus shortridgei,5.46,0.219,57.785,NA,5340.336,NA,605.92,NA,710.308,101.312,NA,1,1.011,364.249,NA,56.222,NA,2220.355,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,A,1,0,0,0,1,NA,NA,NA,NA,Occurs on mainland,NA,NA,"Indomalayan, Palearctic",1
Chiroptera,Rhinolophidae,Rhinolophus,siamensis,Rhinolophus siamensis,Rhinolophus siamensis,7.36,0.222,60.051,NA,4940.185,NA,596.241,NA,703.656,98.79,NA,0.98,1.052,363.558,NA,54.55,NA,2149.93,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,A,1,0,0,0,1,NA,NA,NA,NA,Occurs on mainland,NA,NA,Indomalayan,2
Chiroptera,Rhinolophidae,Rhinolophus,silvestris,Rhinolophus silvestris,Rhinolophus silvestris,21.23,0.455,68.93,52.5,5923.208,NA,646.734,NA,756.728,99.577,NA,1.015,1.003,364.466,NA,62.58,NA,2462.831,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,Occurs on mainland,0,0,Afrotropical,2
Chiroptera,Rhinolophidae,Rhinolophus,simulator,Rhinolophus simulator,Rhinolophus simulator,8.13,0.287,60.363,44.49,6438.254,NA,644.01,NA,754.152,91.24,NA,0.99,1.005,364.752,NA,61.765,NA,2477.495,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,0,NA,NA,Occurs on mainland,NA,NA,Afrotropical,2
Chiroptera,Rhinolophidae,Rhinolophus,sinicus,Rhinolophus sinicus,Rhinolophus sinicus,10.255,0.281,64.511,NA,1825,451.11,451.11,NA,574.65,123.54,NA,0.99,1,349.809,2.86,59.42,11,1314.039,NA,NA,NA,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,A,1,0,0,0,1,2769,500,2269,NA,Occurs on mainland,NA,NA,Indomalayan,2
Chiroptera,Rhinolophidae,Rhinolophus,smithersi,Rhinolophus smithersi,Rhinolophus hildebrandtii,25.99,0.63,71.377,64.35,7033.337,NA,691.929,NA,804.192,92.54,NA,0.99,1,364.474,NA,64.627,NA,2705.826,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,Afrotropical,5
Chiroptera,Rhinolophidae,Rhinolophus,stheno,Rhinolophus stheno,Rhinolophus stheno,7.92,0.285,62.496,45.28,5318.322,NA,611.429,NA,726.776,105.617,NA,0.99,1,364.206,NA,61.945,NA,2180.659,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,1,Occurs on mainland,1,0,NA,NA
Chiroptera,Rhinolophidae,Rhinolophus,subbadius,Rhinolophus subbadius,Rhinolophus subbadius,5.86,0.24,59.839,33.5,5495.463,NA,594.884,NA,714.216,105.398,NA,1.052,1.007,363.968,NA,60.896,NA,2269.26,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1231,NA,NA,NA,Occurs on mainland,NA,NA,Indomalayan,2
Chiroptera,Rhinolophidae,Rhinolophus,subrufus,Rhinolophus subrufus,Rhinolophus subrufus,24.25,0.498,70.863,54.99,5294.132,NA,603.059,NA,734.397,106.254,NA,1.037,1.005,363.713,NA,64.45,NA,2213.554,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1000,0,1000,1,Occurs only on isolated islands,0,0,Indomalayan,2
Chiroptera,Rhinolophidae,Rhinolophus,swinnyi,Rhinolophus swinnyi,Rhinolophus swinnyi,6.3,0.273,59.977,41.99,7300,NA,636.397,NA,754.901,91.24,NA,0.99,1,364.609,NA,63.661,NA,2498.328,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,0,NA,0,Occurs on mainland,1,0,Afrotropical,3
Chiroptera,Rhinolophidae,Rhinolophus,tatar,Rhinolophus tatar,Rhinolophus euryotis,14.3,0.583,70.276,56,5650.028,NA,632.17,NA,747.209,99.995,NA,1.081,1.006,364.626,NA,65.225,NA,2390.78,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,2050,0,2050,NA,NA,NA,NA,Australasian,1
Chiroptera,Rhinolophidae,Rhinolophus,thailandensis,Rhinolophus thailandensis,Rhinolophus yunanensis,19.33,0.439,69.006,60.99,5624.105,NA,624.839,NA,743.2,101.949,NA,1.047,1.003,364.576,NA,62.698,NA,2337.085,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1231,0,1231,NA,NA,NA,NA,NA,2
Chiroptera,Rhinolophidae,Rhinolophus,thomasi,Rhinolophus thomasi,Rhinolophus thomasi,8.26,0.233,62.532,48.5,4773.039,NA,567.824,NA,694.528,103.743,NA,1.046,1.022,363.549,NA,58.998,NA,2029.727,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1100,400,700,0,Occurs on mainland,1,0,"Indomalayan, Palearctic",2
Chiroptera,Rhinolophidae,Rhinolophus,trifoliatus,Rhinolophus trifoliatus,Rhinolophus trifoliatus,15.16,0.351,73.062,50.49,2686.684,365.25,365.25,365.25,423.048,109.329,NA,1,1.57,282.437,3.5,60.669,NA,1360.772,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1800,0,1800,1,Occurs on mainland,1,0,Indomalayan,1
Chiroptera,Rhinolophidae,Rhinolophus,virgo,Rhinolophus virgo,Rhinolophus virgo,6.06,0.221,61.081,38,4910.426,NA,561.781,NA,688.654,105.696,NA,1.069,1.022,363.291,NA,56.253,NA,2065.952,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1100,250,850,1,Occurs only on isolated islands,1,0,Indomalayan,3
Chiroptera,Rhinolophidae,Rhinolophus,willardi,Rhinolophus willardi,Rhinolophus maclaudi,35.84,0.617,78.358,63.03,6182.014,NA,644.787,NA,766.943,105.244,NA,0.98,1.037,364.39,NA,73.784,NA,2457.202,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2
Chiroptera,Rhinolophidae,Rhinolophus,xinanzhongguoensis,Rhinolophus xinanzhongguoensis,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1980,1500,480,NA,NA,NA,NA,"Indomalayan, Palearctic",1
Chiroptera,Rhinolophidae,Rhinolophus,yunanensis,Rhinolophus yunanensis,Rhinolophus yunanensis,19.33,0.439,69.006,60.99,5624.105,NA,624.839,NA,743.2,101.949,NA,1.047,1.003,364.576,NA,62.698,NA,2337.085,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1231,0,1231,0,Occurs on mainland,1,0,Indomalayan,2
Chiroptera,Rhinolophidae,Rhinolophus,ziama,Rhinolophus ziama,Rhinolophus ziama,22.3,0.496,70.692,NA,5730.765,NA,643.261,NA,756.886,100.731,NA,1.019,1.007,364.499,NA,66.297,NA,2401.859,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,A,1,0,0,0,1,NA,600,NA,NA,Occurs on mainland,NA,NA,Afrotropical,1
Chiroptera,Hipposideridae,Rhinonicteris,aurantia,Rhinonicteris aurantia,Rhinonicteris aurantia,8.3,0.249,49.99,47.74,4783.469,451.11,451.11,NA,365,148.4,NA,1,1,358.796,2.52,59.99,NA,1853.778,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,2,0,0,0,1,NA,NA,NA,0,Occurs on mainland,0,0,Australasian,2
Chiroptera,Phyllostomidae,Rhinophylla,alethina,Rhinophylla alethina,Rhinophylla alethina,6.91,0.467,68,35.49,5337.834,NA,442.149,NA,557.594,118.241,NA,0.987,1.613,250.298,NA,66.99,NA,2128.252,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,90,0,0,0,1,1,Ar,1,0,0,0,1,1700,0,1700,0,Occurs on mainland,0,0,Neotropical,1
Chiroptera,Phyllostomidae,Rhinophylla,fischerae,Rhinophylla fischerae,Rhinophylla fischerae,9.55,0.452,66.043,32.02,5250.257,NA,480.724,NA,601.854,118.677,NA,0.98,1.325,295.716,NA,68.213,NA,2135.521,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,90,0,0,0,1,1,Ar,1,0,0,0,1,NA,NA,NA,0,Occurs on mainland,1,0,Neotropical,1
Chiroptera,Phyllostomidae,Rhinophylla,pumilio,Rhinophylla pumilio,Rhinophylla pumilio,9.54,0.356,62.901,33.5,5265.811,NA,481.85,NA,594.784,117.77,NA,0.99,1,334.091,NA,64.245,NA,2105.671,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,90,0,0,0,1,2,Ar,1,0,0,0,1,1400,NA,NA,0,Occurs on mainland,1,0,Neotropical,1
Primates,Cercopithecidae,Rhinopithecus,avunculus,Rhinopithecus avunculus,Rhinopithecus avunculus,9043.095,82.697,594.955,NA,9807.976,NA,1518.199,NA,1704.717,200,NA,1,0.756,517.244,NA,363.528,NA,3896.667,3.559,NA,0,2,NA,30,0,0,100,0,0,0,0,0,0,20,0,10,70,2,1,Ar,3,0,0,1,0,1200,200,1000,0,Occurs on mainland,0,0,Indomalayan,1
Primates,Cercopithecidae,Rhinopithecus,bieti,Rhinopithecus bieti,Rhinopithecus bieti,14750,114.71,774.13,NA,10767.5,755.15,755.15,NA,925.15,170,NA,1.04,0.971,403.912,425.86,256.31,NA,4015,4.657,7,0,2,20.4,50,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,Ar,3,0,0,1,0,4700,3000,1700,0,Occurs on mainland,0,0,"Indomalayan, Palearctic",1
Primates,Cercopithecidae,Rhinopithecus,brelichi,Rhinopithecus brelichi,Rhinopithecus brelichi,14500,104.738,718.57,NA,10767.5,NA,1506.15,NA,1687.865,199.67,NA,1,0.755,515.044,NA,348.024,NA,4131.573,4.614,16.92,0,2,7.41,NA,0,0,100,0,0,0,0,0,0,20,0,10,70,2,2,Ar,3,0,0,1,0,2300,570,1730,NA,Occurs on mainland,NA,NA,Palearctic,1
Primates,Cercopithecidae,Rhinopithecus,roxellana,Rhinopithecus roxellana,Rhinopithecus roxellana,14750,109.18,703.55,NA,10767.5,NA,1522.546,NA,1715.303,199.34,NA,1,0.706,551.74,NA,358.512,NA,4745,4.657,4.6,0,2,24.28,65,0,0,100,0,0,0,0,0,0,10,0,10,80,1,2,Ar,3,0,0,1,0,2800,1400,1400,0,Occurs on mainland,1,0,Palearctic,1
Primates,Cercopithecidae,Rhinopithecus,strykeri,Rhinopithecus strykeri,Rhinopithecus strykeri,11250,89.721,692.217,NA,9321.071,NA,1336.288,NA,1426.952,180.385,NA,1.068,0.934,430.438,NA,283.003,NA,2190,3.96,NA,0,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Ar,3,0,0,1,0,3190,1720,1470,NA,Occurs on mainland,NA,NA,Indomalayan,1
Chiroptera,Rhinopomatidae,Rhinopoma,cystops,Rhinopoma cystops,Rhinopoma hardwickii,12,0.275,59.8,59.5,4935.284,320.04,273.96,502.26,365,98.28,NA,0.995,1,364.75,2.5,36.02,9.68,1662.29,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1100,0,1100,NA,NA,NA,NA,Palearctic,4
Chiroptera,Rhinopomatidae,Rhinopoma,hadramauticum,Rhinopoma hadramauticum,Rhinopoma muscatellum,9.13,2.117,89.823,49.99,4913.407,NA,604.741,NA,713.494,118.449,NA,1.084,1.054,362.295,NA,65.853,NA,2160.462,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,65,65,0,NA,NA,NA,NA,"Afrotropical, Palearctic",2
Chiroptera,Rhinopomatidae,Rhinopoma,hardwickii,Rhinopoma hardwickii,Rhinopoma hardwickii,12,0.275,59.8,59.5,4935.284,320.04,273.96,502.26,365,98.28,NA,0.995,1,364.75,2.5,36.02,9.68,1662.29,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1100,0,1100,NA,Occurs on mainland,NA,NA,"Afrotropical, Palearctic",4
Chiroptera,Rhinopomatidae,Rhinopoma,macinnesi,Rhinopoma macinnesi,Rhinopoma macinnesi,8.6,0.288,64.773,NA,4863.072,NA,600.548,NA,692.493,107.545,NA,1.023,1.01,363.844,NA,50.382,NA,2110.583,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,A,1,0,0,0,1,NA,NA,NA,NA,Occurs on mainland,NA,NA,Afrotropical,2
Chiroptera,Rhinopomatidae,Rhinopoma,microphyllum,Rhinopoma microphyllum,Rhinopoma microphyllum,28.02,0.404,61.82,68.08,5569.325,648.9,689.7,730.5,668.15,120.435,NA,1,1,364.75,4.99,31.3,NA,2214.765,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1200,0,1200,0,Occurs on mainland,1,0,"Afrotropical, Palearctic",3
Chiroptera,Rhinopomatidae,Rhinopoma,muscatellum,Rhinopoma muscatellum,Rhinopoma muscatellum,9.13,0.454,70.223,49.99,4824.207,NA,594.382,NA,697.096,110.363,NA,1.03,1.021,363.338,NA,52.318,NA,2109.15,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1100,700,400,0,Occurs on mainland,1,0,Indomalayan,4
Rodentia,Sciuridae,Rhinosciurus,laticaudatus,Rhinosciurus laticaudatus,Rhinosciurus laticaudatus,225.65,4.28,226.08,NA,3745.007,NA,360.595,NA,404.971,61.317,4,1.39,1.722,160.266,NA,56.445,NA,1456.919,0.467,9.56,0,2,NA,NA,80,0,20,80,0,0,0,0,0,20,0,0,0,2,2,G,3,0,0,1,0,300,NA,NA,1,Occurs on mainland,1,0,Indomalayan,1
Rodentia,Cricetidae,Rhipidomys,albujai,Rhipidomys albujai,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Neotropical,1
Rodentia,Cricetidae,Rhipidomys,austrinus,Rhipidomys austrinus,Rhipidomys austrinus,89,1.59,210,NA,1373.488,NA,98.739,NA,135.537,29.997,NA,2.725,3.369,46.248,NA,25.548,NA,616.274,0.28,NA,0,2,NA,NA,20,0,80,20,0,0,0,0,0,30,0,30,20,4,2,Ar,1,0,0,1,0,1400,500,900,0,Occurs on mainland,1,0,Neotropical,2
Rodentia,Cricetidae,Rhipidomys,cariri,Rhipidomys cariri,Rhipidomys cariri,92.6,1.513,195.434,NA,1263.468,NA,92.98,NA,125.833,26.248,NA,3.697,3.242,39.709,NA,23.722,NA,561.535,0.286,NA,0,1,NA,NA,20,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,G,1,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Neotropical,2
